Date,DayOfWeek,Guests,Event,Weather,Dish,Prepared_Qty,Sold_Qty,Waste_Qty
07-06-2024,Friday,258,Corporate Party,Hot,Chicken Biryani,37,33,4
23-09-2024,Monday,395,,Rainy,Veg Manchurian,40,37,3
05-09-2024,Thursday,271,,Sunny,Fried Rice,45,45,3
02-03-2024,Saturday,257,,Cold,Idli Sambar,47,45,9
09-04-2024,Tuesday,98,,Cold,Chicken Biryani,44,40,4
06-11-2024,Wednesday,163,Wedding,Cold,Chicken Curry,45,42,3
06-09-2024,Friday,161,,Rainy,Veg Manchurian,31,31,3
08-06-2024,Saturday,315,,Cold,Chole Bhature,50,50,3
25-07-2024,Thursday,238,,Sunny,Hakka Noodles,50,46,4
30-12-2024,Monday,383,,Sunny,Butter Naan,27,27,3
04-06-2024,Tuesday,118,,Sunny,Fried Rice,43,43,3
22-07-2024,Monday,174,,Hot,Butter Naan,28,26,9
11-01-2024,Thursday,147,,Cold,Dal Tadka,47,47,3
02-07-2024,Tuesday,114,,Sunny,Veg Biryani,35,32,3
02-04-2024,Tuesday,237,,Sunny,Pasta Alfredo,25,25,3
30-01-2024,Tuesday,119,,Sunny,Paneer Butter Masala,27,27,3
20-03-2024,Wednesday,160,,Rainy,Pizza Margherita,44,44,3
24-07-2024,Wednesday,368,,Cold,Pav Bhaji,37,34,3
09-09-2024,Monday,101,Wedding,Rainy,Masala Dosa,50,49,7
06-05-2024,Monday,129,Wedding,Cloudy,Chicken Curry,33,33,3
14-01-2024,Sunday,271,,Cloudy,Aloo Paratha,47,47,3
08-04-2024,Monday,56,,Cloudy,Chole Bhature,35,35,3
10-02-2024,Saturday,129,,Cloudy,Hakka Noodles,36,36,3
26-08-2024,Monday,390,,Hot,Pizza Margherita,49,49,3
25-07-2024,Thursday,273,,Cold,Veg Biryani,39,39,3
30-08-2024,Friday,67,Festival,Hot,Sushi Rolls,38,38,3
29-01-2024,Monday,334,Conference,Sunny,Dal Tadka,40,37,3
02-07-2024,Tuesday,226,,Cloudy,Chole Bhature,30,26,4
03-10-2024,Thursday,342,,Hot,Pasta Alfredo,50,46,4
01-06-2024,Saturday,335,,Cold,Masala Dosa,50,48,9
17-11-2024,Sunday,276,,Rainy,Masala Dosa,46,43,3
02-05-2024,Thursday,114,,Cloudy,Dal Tadka,26,26,3
23-02-2024,Friday,128,,Sunny,Aloo Paratha,25,25,3
28-03-2024,Thursday,109,,Rainy,Mutton Curry,42,42,3
06-10-2024,Sunday,112,Conference,Rainy,Paneer Butter Masala,50,47,3
20-11-2024,Wednesday,229,,Cold,Veg Manchurian,25,25,3
12-05-2024,Sunday,343,Conference,Hot,Pasta Alfredo,50,47,3
02-11-2024,Saturday,208,,Cold,Beetroot Salad,44,41,3
25-01-2024,Thursday,88,,Hot,Grilled Fish,20,20,3
03-10-2024,Thursday,300,,Cold,Masala Dosa,45,42,3
31-10-2024,Thursday,132,Festival,Cold,Dal Tadka,46,44,9
19-09-2024,Thursday,319,,Sunny,Butter Naan,32,31,7
17-12-2024,Tuesday,363,,Cloudy,Chole Bhature,32,30,9
28-05-2024,Tuesday,197,,Sunny,Chicken Biryani,33,29,4
20-07-2024,Saturday,54,,Sunny,Veg Biryani,43,43,3
04-02-2024,Sunday,177,,Rainy,Chicken Biryani,28,24,4
07-02-2024,Wednesday,291,Corporate Party,Cloudy,Butter Naan,42,41,7
30-06-2024,Sunday,66,,Cold,Butter Naan,24,24,3
18-09-2024,Wednesday,242,,Sunny,Veg Pulao,44,44,3
12-02-2024,Monday,268,,Sunny,Dal Tadka,43,42,7
20-09-2024,Friday,71,,Rainy,Pizza Margherita,45,42,3
19-12-2024,Thursday,152,Corporate Party,Hot,Chole Bhature,50,47,3
20-05-2024,Monday,163,Festival,Sunny,Pav Bhaji,50,50,3
11-06-2024,Tuesday,396,,Sunny,Pizza Margherita,50,50,3
26-01-2024,Friday,85,,Rainy,Chicken Biryani,29,29,3
27-04-2024,Saturday,386,Conference,Hot,Masala Dosa,45,44,7
12-01-2024,Friday,313,,Cloudy,Paneer Butter Masala,30,30,3
15-01-2024,Monday,68,,Sunny,Butter Naan,33,33,3
21-12-2024,Saturday,112,Wedding,Rainy,Aloo Paratha,48,44,4
01-06-2024,Saturday,275,,Cold,Chicken Biryani,33,31,9
11-10-2024,Friday,302,,Cold,Veg Biryani,50,50,3
02-06-2024,Sunday,374,,Sunny,Paneer Butter Masala,45,41,4
05-02-2024,Monday,244,,Cold,Aloo Paratha,41,41,3
13-03-2024,Wednesday,59,Wedding,Hot,Mutton Curry,29,29,3
07-04-2024,Sunday,291,,Rainy,Hakka Noodles,50,46,4
08-01-2024,Monday,302,Festival,Sunny,Chole Bhature,50,50,3
15-09-2024,Sunday,334,,Cloudy,Masala Dosa,29,29,3
18-12-2024,Wednesday,341,,Rainy,Pizza Margherita,39,39,3
21-12-2024,Saturday,151,,Hot,Masala Dosa,37,37,3
04-10-2024,Friday,297,,Rainy,Veg Biryani,41,41,3
17-02-2024,Saturday,239,,Rainy,Miso Soup,50,50,3
13-08-2024,Tuesday,199,,Rainy,Paneer Tikka,45,44,7
30-12-2024,Monday,233,,Cloudy,Chicken Biryani,29,29,3
17-02-2024,Saturday,117,,Cloudy,Pasta Alfredo,50,48,9
16-07-2024,Tuesday,61,,Rainy,Masala Dosa,41,41,3
17-05-2024,Friday,237,,Cold,Fried Rice,43,40,3
18-12-2024,Wednesday,238,,Hot,Chicken Biryani,45,44,7
05-09-2024,Thursday,142,,Hot,Chicken Biryani,20,20,3
09-03-2024,Saturday,247,,Cloudy,Grilled Fish,23,20,3
01-01-2024,Monday,51,,Hot,Veg Pulao,32,32,3
14-07-2024,Sunday,231,,Cold,Butter Naan,50,50,3
02-03-2024,Saturday,300,,Hot,Chicken Biryani,21,21,3
12-09-2024,Thursday,55,Wedding,Sunny,Pav Bhaji,50,48,9
06-10-2024,Sunday,80,,Sunny,Paneer Butter Masala,46,46,3
24-01-2024,Wednesday,363,,Sunny,Fried Rice,41,38,3
29-12-2024,Sunday,245,Wedding,Hot,Masala Dosa,50,49,7
19-07-2024,Friday,178,Conference,Hot,Fried Rice,50,48,9
12-07-2024,Friday,247,Wedding,Sunny,Fried Rice,35,35,3
16-10-2024,Wednesday,63,,Sunny,Paneer Butter Masala,20,18,9
06-10-2024,Sunday,217,,Rainy,Chole Bhature,45,45,3
13-03-2024,Wednesday,106,,Rainy,Fried Rice,38,38,3
03-09-2024,Tuesday,132,Wedding,Cold,Grilled Fish,50,50,3
02-03-2024,Saturday,210,Festival,Rainy,Chicken Biryani,50,46,4
01-07-2024,Monday,271,,Sunny,Veg Pulao,35,31,4
18-10-2024,Friday,245,,Hot,Veg Manchurian,47,47,3
18-06-2024,Tuesday,260,Wedding,Sunny,Idli Sambar,37,33,4
16-07-2024,Tuesday,114,,Rainy,Fried Rice,46,45,7
03-11-2024,Sunday,158,,Rainy,Chicken Curry,50,50,3
05-08-2024,Monday,337,,Sunny,Fried Rice,36,36,3
25-01-2024,Thursday,218,Wedding,Rainy,Masala Dosa,50,50,3
10-12-2024,Tuesday,122,,Cold,Chicken Biryani,50,46,4
17-08-2024,Saturday,382,,Hot,Dal Tadka,37,37,3
13-03-2024,Wednesday,342,Conference,Cloudy,Veg Pulao,50,50,3
08-08-2024,Thursday,90,,Sunny,Masala Dosa,37,37,3
30-06-2024,Sunday,90,,Cold,Aloo Paratha,30,30,3
19-12-2024,Thursday,64,,Cold,Avocado Toast,32,32,3
05-03-2024,Tuesday,204,,Rainy,Sushi Rolls,36,36,3
24-09-2024,Tuesday,127,,Cold,Pav Bhaji,37,34,3
17-08-2024,Saturday,235,,Hot,Veg Biryani,29,28,7
16-11-2024,Saturday,298,Festival,Sunny,Idli Sambar,50,49,7
31-01-2024,Wednesday,365,,Cold,Butter Naan,31,27,4
20-04-2024,Saturday,58,,Hot,Chicken Biryani,33,29,4
08-06-2024,Saturday,273,,Cloudy,Chole Bhature,47,44,3
05-07-2024,Friday,303,Festival,Rainy,Veg Pulao,41,41,3
11-10-2024,Friday,253,,Cold,Veg Pulao,45,45,3
25-08-2024,Sunday,396,,Cloudy,Hakka Noodles,46,45,7
23-10-2024,Wednesday,104,,Cold,Paneer Butter Masala,23,20,3
09-08-2024,Friday,381,,Sunny,Paneer Tikka,30,30,3
08-08-2024,Thursday,90,,Cloudy,Paneer Tikka,20,18,9
29-02-2024,Thursday,262,,Sunny,Masala Dosa,39,35,4
13-05-2024,Monday,297,,Sunny,Idli Sambar,24,24,3
29-12-2024,Sunday,82,,Hot,Veg Pulao,45,42,3
10-01-2024,Wednesday,119,,Rainy,Chicken Biryani,25,25,3
24-06-2024,Monday,388,,Cloudy,Paneer Butter Masala,50,46,4
24-08-2024,Saturday,155,,Cloudy,Masala Dosa,50,50,3
01-09-2024,Sunday,349,,Cold,Chicken Biryani,41,37,4
26-10-2024,Saturday,296,Conference,Sunny,Pasta Alfredo,50,48,9
29-08-2024,Thursday,267,,Cold,Pasta Alfredo,50,50,3
11-04-2024,Thursday,394,,Cloudy,Paneer Butter Masala,50,50,3
29-01-2024,Monday,166,,Hot,Chicken Biryani,24,21,3
09-01-2024,Tuesday,135,,Hot,Pasta Alfredo,20,19,7
01-06-2024,Saturday,270,,Cloudy,Hakka Noodles,24,24,3
03-11-2024,Sunday,263,Conference,Hot,Mutton Curry,50,50,3
21-09-2024,Saturday,388,,Cold,Chicken Biryani,44,44,3
05-09-2024,Thursday,261,,Cloudy,Veg Biryani,30,26,4
10-10-2024,Thursday,116,Wedding,Sunny,Dal Tadka,29,29,3
16-05-2024,Thursday,127,,Hot,Sushi Rolls,42,42,3
25-02-2024,Sunday,103,,Rainy,Veg Manchurian,50,50,3
21-05-2024,Tuesday,189,Corporate Party,Sunny,Chicken Curry,50,49,7
19-03-2024,Tuesday,263,,Sunny,Ragi Mudde,35,32,3
26-09-2024,Thursday,364,,Sunny,Veg Biryani,42,39,3
09-11-2024,Saturday,70,,Cold,Butter Naan,29,26,3
29-02-2024,Thursday,142,Conference,Cloudy,Dal Tadka,46,46,3
17-08-2024,Saturday,74,,Cloudy,Butter Naan,31,30,7
02-10-2024,Wednesday,334,Corporate Party,Cloudy,Chicken Curry,46,42,4
25-10-2024,Friday,158,Corporate Party,Rainy,Dal Tadka,35,32,3
06-06-2024,Thursday,65,,Cloudy,Masala Dosa,20,20,3
17-09-2024,Tuesday,125,,Cold,Veg Pulao,29,29,3
02-03-2024,Saturday,104,,Rainy,Butter Naan,28,24,4
21-08-2024,Wednesday,179,,Cloudy,Chicken Biryani,37,35,9
11-02-2024,Sunday,169,,Cloudy,Paneer Tikka,34,34,3
08-12-2024,Sunday,293,,Cold,Paneer Butter Masala,41,41,3
12-01-2024,Friday,242,Conference,Rainy,Butter Naan,50,49,7
13-12-2024,Friday,115,Corporate Party,Rainy,Fried Rice,42,39,3
29-08-2024,Thursday,285,Conference,Cold,Veg Pulao,49,46,3
29-01-2024,Monday,172,,Cloudy,Ragi Mudde,20,18,9
09-10-2024,Wednesday,236,,Cold,Pasta Alfredo,40,40,3
26-08-2024,Monday,296,Conference,Cold,Aloo Paratha,46,46,3
03-04-2024,Wednesday,300,,Hot,Dal Tadka,35,34,7
18-03-2024,Monday,385,,Hot,Fried Rice,30,30,3
16-09-2024,Monday,285,Wedding,Rainy,Paneer Tikka,50,50,3
23-06-2024,Sunday,373,,Cold,Chicken Biryani,49,46,3
10-05-2024,Friday,139,,Hot,Masala Dosa,27,23,4
25-10-2024,Friday,395,Conference,Cold,Chicken Biryani,38,34,4
02-06-2024,Sunday,182,,Cold,Fried Rice,38,34,4
25-05-2024,Saturday,85,,Sunny,Paella,41,41,3
13-06-2024,Thursday,196,,Cloudy,Butter Naan,36,36,3
07-05-2024,Tuesday,166,Wedding,Cold,Paneer Butter Masala,50,46,4
11-02-2024,Sunday,332,,Rainy,Pumpkin Soup,34,30,4
18-02-2024,Sunday,338,,Rainy,Fried Rice,45,45,3
15-11-2024,Friday,271,Wedding,Hot,Chicken Biryani,50,48,9
20-03-2024,Wednesday,216,,Hot,Chicken Biryani,36,36,3
04-07-2024,Thursday,59,,Cloudy,Paneer Butter Masala,33,33,3
22-03-2024,Friday,329,,Cold,Chicken Curry,50,50,3
11-01-2024,Thursday,59,Wedding,Sunny,Chicken Curry,33,33,3
25-01-2024,Thursday,188,Conference,Cloudy,Masala Dosa,42,42,3
17-12-2024,Tuesday,132,Wedding,Hot,Paneer Butter Masala,50,50,3
13-02-2024,Tuesday,350,,Hot,Mutton Curry,29,25,4
14-01-2024,Sunday,110,,Cold,Avocado Toast,40,37,3
15-09-2024,Sunday,260,Corporate Party,Hot,Masala Dosa,50,49,7
24-06-2024,Monday,143,Conference,Cloudy,Veg Manchurian,30,30,3
25-02-2024,Sunday,183,,Rainy,Butter Naan,38,35,3
12-07-2024,Friday,308,,Rainy,Grilled Fish,47,44,3
27-03-2024,Wednesday,108,,Sunny,Veg Pulao,37,36,7
22-09-2024,Sunday,308,Festival,Cloudy,Butter Naan,50,49,7
07-12-2024,Saturday,313,Wedding,Cold,Grilled Fish,50,50,3
15-08-2024,Thursday,147,,Cold,Paneer Butter Masala,41,40,7
22-03-2024,Friday,248,,Rainy,Veg Pulao,33,30,3
09-01-2024,Tuesday,392,,Rainy,Masala Dosa,34,33,7
10-07-2024,Wednesday,285,,Rainy,Veg Biryani,30,28,9
31-10-2024,Thursday,287,,Cloudy,Masala Dosa,42,42,3
25-09-2024,Wednesday,340,Corporate Party,Rainy,Masala Dosa,47,47,3
05-07-2024,Friday,388,Festival,Sunny,Pasta Alfredo,44,42,9
01-07-2024,Monday,226,,Cloudy,Mutton Curry,39,39,3
09-03-2024,Saturday,179,,Sunny,Quinoa Upma,44,44,3
28-03-2024,Thursday,110,,Cold,Fried Rice,47,45,9
18-05-2024,Saturday,324,,Cloudy,Hakka Noodles,35,31,4
29-12-2024,Sunday,284,,Sunny,Butter Naan,35,31,4
15-11-2024,Friday,82,,Sunny,Fried Rice,44,44,3
24-11-2024,Sunday,375,Wedding,Cold,Dal Tadka,50,47,3
28-08-2024,Wednesday,223,Festival,Sunny,Butter Naan,50,50,3
06-06-2024,Thursday,164,,Cloudy,Grilled Fish,46,46,3
16-06-2024,Sunday,399,Conference,Rainy,Chicken Curry,50,48,9
06-01-2024,Saturday,205,Corporate Party,Cold,Mutton Curry,50,46,4
29-07-2024,Monday,175,Wedding,Sunny,Pav Bhaji,46,44,9
09-12-2024,Monday,195,,Cloudy,Paneer Tikka,36,34,9
17-05-2024,Friday,182,,Cold,Veg Manchurian,34,34,3
30-08-2024,Friday,70,,Cold,Kale Smoothie,23,23,3
18-07-2024,Thursday,350,Corporate Party,Rainy,Chicken Biryani,50,50,3
11-10-2024,Friday,321,,Hot,Mutton Curry,23,23,3
04-10-2024,Friday,214,,Cold,Pav Bhaji,34,33,7
24-09-2024,Tuesday,194,,Rainy,Veg Pulao,45,45,3
27-06-2024,Thursday,316,Festival,Cold,Paneer Butter Masala,50,50,3
25-06-2024,Tuesday,132,,Sunny,Chicken Biryani,29,25,4
08-12-2024,Sunday,335,,Hot,Fried Rice,50,50,3
11-11-2024,Monday,284,,Cloudy,Mutton Curry,33,33,3
07-02-2024,Wednesday,359,,Rainy,Mutton Curry,40,40,3
29-03-2024,Friday,247,,Cold,Paneer Butter Masala,43,43,3
06-06-2024,Thursday,378,Conference,Rainy,Hakka Noodles,50,47,3
10-10-2024,Thursday,121,Wedding,Hot,Grilled Fish,37,35,9
29-12-2024,Sunday,204,Corporate Party,Hot,Bruschetta,50,50,3
09-03-2024,Saturday,190,,Cold,Chicken Biryani,31,29,9
26-02-2024,Monday,110,,Cold,Chicken Curry,50,49,7
20-02-2024,Tuesday,195,,Cold,Veg Pulao,50,50,3
13-03-2024,Wednesday,169,,Cold,Paneer Butter Masala,37,36,7
16-06-2024,Sunday,288,,Cloudy,Paneer Butter Masala,42,41,7
26-07-2024,Friday,321,,Cold,Pizza Margherita,38,38,3
26-04-2024,Friday,282,Wedding,Cloudy,Veg Biryani,37,37,3
18-11-2024,Monday,66,,Hot,Dal Tadka,39,39,3
27-05-2024,Monday,122,,Cold,Masala Dosa,45,45,3
22-09-2024,Sunday,309,Wedding,Rainy,Chicken Curry,50,50,3
27-06-2024,Thursday,375,,Hot,Chicken Curry,50,50,3
31-10-2024,Thursday,199,,Cloudy,Masala Dosa,33,30,3
28-08-2024,Wednesday,145,Wedding,Hot,Chole Bhature,48,48,3
07-11-2024,Thursday,302,,Hot,Chicken Curry,41,40,7
11-05-2024,Saturday,128,Conference,Hot,Chicken Curry,42,42,3
05-01-2024,Friday,388,,Sunny,Aloo Paratha,50,50,3
15-07-2024,Monday,119,,Rainy,Beetroot Salad,31,28,3
14-02-2024,Wednesday,142,,Sunny,Fried Rice,25,24,7
24-04-2024,Wednesday,372,Conference,Rainy,Butter Naan,48,48,3
14-02-2024,Wednesday,83,,Hot,Dal Tadka,20,16,4
16-04-2024,Tuesday,79,Conference,Hot,Paneer Butter Masala,45,41,4
09-01-2024,Tuesday,272,,Cold,Hakka Noodles,33,33,3
05-02-2024,Monday,390,Wedding,Cold,Pasta Alfredo,50,48,9
25-05-2024,Saturday,110,Wedding,Rainy,Grilled Fish,50,46,4
02-07-2024,Tuesday,280,,Hot,Pav Bhaji,26,26,3
12-07-2024,Friday,181,Festival,Cloudy,Butter Naan,50,50,3
18-03-2024,Monday,323,,Cloudy,Veg Biryani,48,44,4
22-12-2024,Sunday,71,,Cloudy,Idli Sambar,36,36,3
09-06-2024,Sunday,276,,Cold,Aloo Paratha,32,30,9
09-10-2024,Wednesday,51,,Sunny,Veg Manchurian,26,26,3
16-04-2024,Tuesday,377,,Hot,Aloo Paratha,26,26,3
22-08-2024,Thursday,331,,Hot,Paneer Butter Masala,38,38,3
29-07-2024,Monday,149,Corporate Party,Sunny,Paneer Tikka,36,36,3
15-10-2024,Tuesday,131,,Sunny,Dal Tadka,33,31,9
02-02-2024,Friday,227,,Sunny,Chicken Curry,47,43,4
11-01-2024,Thursday,185,Wedding,Cloudy,Veg Pulao,50,46,4
07-03-2024,Thursday,277,,Sunny,Hakka Noodles,26,25,7
08-11-2024,Friday,140,,Cold,Grilled Fish,41,41,3
26-02-2024,Monday,150,Conference,Cloudy,Veg Manchurian,41,41,3
16-09-2024,Monday,387,,Cloudy,Veg Biryani,49,47,9
06-10-2024,Sunday,379,,Cloudy,Veg Biryani,49,49,3
10-09-2024,Tuesday,304,,Sunny,Butter Naan,50,49,7
13-05-2024,Monday,326,,Hot,Masala Dosa,37,35,9
03-06-2024,Monday,300,Festival,Hot,Aloo Paratha,50,46,4
01-05-2024,Wednesday,366,,Rainy,Pizza Margherita,33,33,3
02-12-2024,Monday,256,Festival,Cloudy,Veg Pulao,38,38,3
31-10-2024,Thursday,339,,Cold,Chicken Biryani,34,34,3
02-07-2024,Tuesday,50,,Cold,Masala Dosa,39,39,3
31-10-2024,Thursday,204,Wedding,Rainy,Pav Bhaji,50,48,9
18-09-2024,Wednesday,370,Conference,Hot,Paneer Butter Masala,50,50,3
29-07-2024,Monday,99,,Hot,Masala Dosa,20,20,3
22-04-2024,Monday,298,,Cloudy,Pav Bhaji,29,25,4
24-03-2024,Sunday,54,,Cloudy,Butter Naan,50,50,3
20-01-2024,Saturday,345,,Sunny,Pasta Alfredo,47,43,4
13-09-2024,Friday,121,,Rainy,Paneer Butter Masala,42,40,9
01-09-2024,Sunday,291,,Rainy,Pav Bhaji,32,32,3
06-11-2024,Wednesday,398,Wedding,Cold,Veg Biryani,50,50,3
31-10-2024,Thursday,275,,Hot,Hakka Noodles,27,27,3
01-04-2024,Monday,194,,Cloudy,Hakka Noodles,23,20,3
10-03-2024,Sunday,62,,Cold,Fried Rice,37,37,3
26-01-2024,Friday,74,,Cold,Veg Pulao,46,46,3
17-03-2024,Sunday,245,,Hot,Veg Pulao,22,19,3
25-01-2024,Thursday,113,,Hot,Masala Dosa,20,20,3
03-08-2024,Saturday,149,,Rainy,Pasta Alfredo,44,44,3
20-06-2024,Thursday,223,Conference,Sunny,Paneer Tikka,39,39,3
11-09-2024,Wednesday,52,,Rainy,Pizza Margherita,33,33,3
28-12-2024,Saturday,169,,Cloudy,Veg Biryani,28,28,3
08-01-2024,Monday,259,,Hot,Kale Smoothie,31,31,3
29-06-2024,Saturday,177,,Cloudy,Pizza Margherita,31,31,3
15-02-2024,Thursday,329,Wedding,Rainy,Masala Dosa,50,46,4
26-02-2024,Monday,56,Festival,Hot,Bruschetta,43,39,4
08-09-2024,Sunday,121,Conference,Rainy,Veg Pulao,44,43,7
12-08-2024,Monday,131,Festival,Hot,Paneer Tikka,36,36,3
21-11-2024,Thursday,60,Conference,Rainy,Chole Bhature,50,49,7
04-10-2024,Friday,78,,Rainy,Grilled Fish,39,38,7
01-03-2024,Friday,88,,Cloudy,Fried Rice,23,23,3
27-08-2024,Tuesday,196,,Sunny,Butter Naan,46,45,7
24-02-2024,Saturday,397,,Sunny,Dal Tadka,32,31,7
24-06-2024,Monday,318,,Cold,Butter Naan,37,34,3
11-06-2024,Tuesday,253,,Sunny,Pav Bhaji,45,45,3
01-06-2024,Saturday,206,Conference,Cold,Beetroot Salad,41,41,3
28-01-2024,Sunday,237,Wedding,Cold,Pav Bhaji,50,50,3
30-03-2024,Saturday,105,,Rainy,Masala Dosa,50,49,7
12-07-2024,Friday,217,Wedding,Cloudy,Chole Bhature,50,49,7
12-06-2024,Wednesday,172,,Sunny,Fried Rice,24,20,4
14-05-2024,Tuesday,301,,Hot,Idli Sambar,39,39,3
11-05-2024,Saturday,84,Festival,Sunny,Hakka Noodles,48,44,4
07-09-2024,Saturday,63,Festival,Cloudy,Chicken Biryani,43,43,3
31-12-2024,Tuesday,314,,Cloudy,Mutton Curry,31,31,3
19-05-2024,Sunday,318,Corporate Party,Sunny,Dal Tadka,50,47,3
09-05-2024,Thursday,298,,Cold,Aloo Paratha,38,38,3
03-12-2024,Tuesday,235,,Rainy,Chicken Biryani,33,33,3
20-01-2024,Saturday,54,,Cold,Pizza Margherita,50,48,9
12-12-2024,Thursday,246,Festival,Rainy,Chicken Biryani,50,50,3
09-05-2024,Thursday,63,Corporate Party,Rainy,Dal Tadka,50,50,3
21-04-2024,Sunday,90,,Cold,Pizza Margherita,50,48,9
06-02-2024,Tuesday,226,,Cold,Fried Rice,45,44,7
27-04-2024,Saturday,238,,Rainy,Veg Biryani,34,34,3
08-01-2024,Monday,128,,Cloudy,Paneer Tikka,31,31,3
18-06-2024,Tuesday,136,,Hot,Chicken Biryani,40,40,3
14-08-2024,Wednesday,244,,Rainy,Falafel Wrap,32,29,3
01-07-2024,Monday,179,,Hot,Butter Naan,32,29,3
20-06-2024,Thursday,142,,Rainy,Mutton Curry,38,38,3
08-04-2024,Monday,104,Wedding,Rainy,Veg Manchurian,44,40,4
31-10-2024,Thursday,205,Conference,Cloudy,Pasta Alfredo,50,48,9
26-03-2024,Tuesday,362,,Rainy,Veg Pulao,50,50,3
23-08-2024,Friday,139,Wedding,Rainy,Butter Naan,50,46,4
09-01-2024,Tuesday,167,,Cloudy,Masala Dosa,26,23,3
09-06-2024,Sunday,295,,Rainy,Paneer Butter Masala,40,40,3
07-07-2024,Sunday,361,,Hot,Grilled Fish,43,39,4
07-02-2024,Wednesday,266,Conference,Sunny,Ratatouille,50,46,4
06-03-2024,Wednesday,202,Conference,Rainy,Pav Bhaji,38,35,3
28-08-2024,Wednesday,178,,Sunny,Fried Rice,44,42,9
12-09-2024,Thursday,221,,Cold,Pav Bhaji,41,39,9
16-11-2024,Saturday,115,,Hot,Dal Tadka,35,35,3
04-08-2024,Sunday,364,Corporate Party,Cold,Dal Tadka,44,44,3
21-03-2024,Thursday,161,Wedding,Hot,Pav Bhaji,50,48,9
28-07-2024,Sunday,319,,Rainy,Chicken Curry,43,41,9
18-09-2024,Wednesday,350,,Cold,Chicken Curry,41,37,4
19-02-2024,Monday,199,,Sunny,Veg Manchurian,36,36,3
07-12-2024,Saturday,130,,Rainy,Pizza Margherita,36,32,4
07-12-2024,Saturday,323,,Hot,Hakka Noodles,44,44,3
24-01-2024,Wednesday,250,,Rainy,Chicken Curry,50,46,4
27-04-2024,Saturday,77,,Cloudy,Chole Bhature,22,22,3
21-02-2024,Wednesday,77,,Cold,Paneer Butter Masala,25,23,9
06-12-2024,Friday,151,Wedding,Cold,Paneer Butter Masala,47,47,3
31-08-2024,Saturday,372,,Cloudy,Chicken Biryani,32,28,4
07-08-2024,Wednesday,324,,Cold,Paneer Tikka,50,47,3
05-03-2024,Tuesday,160,Festival,Hot,Paneer Butter Masala,28,27,7
05-10-2024,Saturday,393,,Hot,Paneer Butter Masala,40,36,4
09-01-2024,Tuesday,220,,Sunny,Chicken Biryani,45,41,4
06-12-2024,Friday,389,Wedding,Cloudy,Fried Rice,50,48,9
13-11-2024,Wednesday,101,,Sunny,Veg Manchurian,42,41,7
04-02-2024,Sunday,149,,Hot,Mutton Curry,28,27,7
15-07-2024,Monday,369,,Hot,Butter Naan,35,35,3
16-07-2024,Tuesday,84,,Rainy,Mutton Curry,22,20,9
08-10-2024,Tuesday,393,Conference,Hot,Bajra Khichdi,50,48,9
12-09-2024,Thursday,369,,Cloudy,Veg Pulao,50,48,9
11-03-2024,Monday,331,,Rainy,Butter Naan,38,37,7
20-07-2024,Saturday,172,Festival,Hot,Fried Rice,32,30,9
04-09-2024,Wednesday,214,,Rainy,Chicken Curry,36,36,3
30-05-2024,Thursday,352,,Cloudy,Chicken Curry,37,37,3
23-06-2024,Sunday,166,Festival,Sunny,Pizza Margherita,50,50,3
10-03-2024,Sunday,213,Wedding,Sunny,Grilled Fish,42,40,9
24-02-2024,Saturday,210,,Cloudy,Fried Rice,50,46,4
18-07-2024,Thursday,181,Corporate Party,Hot,Butter Naan,36,34,9
11-04-2024,Thursday,238,,Rainy,Chicken Biryani,36,36,3
18-10-2024,Friday,183,,Hot,Chicken Curry,29,29,3
24-10-2024,Thursday,356,,Cloudy,Paneer Butter Masala,47,47,3
27-08-2024,Tuesday,66,Wedding,Hot,Masala Dosa,27,27,3
08-09-2024,Sunday,236,,Rainy,Miso Soup,43,40,3
23-09-2024,Monday,372,,Cold,Dal Tadka,39,38,7
17-06-2024,Monday,264,Festival,Cloudy,Veg Biryani,50,48,9
11-01-2024,Thursday,298,,Cloudy,Masala Dosa,48,45,3
19-07-2024,Friday,330,,Hot,Fried Rice,50,49,7
07-05-2024,Tuesday,244,,Sunny,Paneer Butter Masala,21,20,7
16-08-2024,Friday,389,Wedding,Sunny,Veg Biryani,33,29,4
07-10-2024,Monday,379,,Hot,Dal Tadka,28,24,4
05-10-2024,Saturday,239,,Cold,Paneer Butter Masala,50,49,7
18-02-2024,Sunday,348,,Rainy,Masala Dosa,44,44,3
19-07-2024,Friday,264,,Cold,Chicken Biryani,25,25,3
25-04-2024,Thursday,195,,Cold,Masala Dosa,36,36,3
08-12-2024,Sunday,191,,Hot,Dal Tadka,50,50,3
24-04-2024,Wednesday,263,,Cloudy,Aloo Paratha,31,29,9
19-11-2024,Tuesday,72,,Cold,Idli Sambar,50,48,9
27-10-2024,Sunday,173,,Hot,Hakka Noodles,41,40,7
16-10-2024,Wednesday,67,,Sunny,Aloo Paratha,44,42,9
26-08-2024,Monday,115,,Hot,Dal Tadka,37,37,3
12-07-2024,Friday,203,,Hot,Idli Sambar,47,44,3
04-08-2024,Sunday,171,,Sunny,Veg Biryani,49,47,9
30-03-2024,Saturday,362,Wedding,Rainy,Mutton Curry,48,48,3
02-04-2024,Tuesday,328,Conference,Sunny,Fried Rice,42,42,3
10-09-2024,Tuesday,181,,Cloudy,Dal Tadka,42,42,3
07-02-2024,Wednesday,200,,Cold,Veg Biryani,43,39,4
